0.01,-0.3115534196721433,-0.3115534196721433,-0.04935039240121029,0.034155672966891315,0.02258849318060479,-0.4705416966526219
0.02,-0.2990456543228677,-0.2990971961453984,-0.04747001855073443,0.031585665053998374,0.021755900237532478,-0.45172731052301784
0.03,-0.2870743227035098,-0.28717716143634286,-0.04560897801146573,0.02965299142805634,0.0209718024992684,-0.43369886952790576
0.04,-0.2755622962741755,-0.27566490744389216,-0.04391758063874403,0.028049705331498923,0.020208094437639903,-0.4163891494379905
0.05,-0.2645612986457221,-0.2647149049735597,-0.04229294226463449,0.026533762369394625,0.019547301589462388,-0.39974225638036626
0.06,-0.25389539811614004,-0.25420203507038663,-0.04062939643766734,0.02504946142073918,0.018914540756902794,-0.3837175275761846
0.07,-0.24376644275710788,-0.24407255381959062,-0.03902916046655243,0.02349795093808044,0.018132694508364033,-0.36837763586949274
0.08,-0.23405698819551493,-0.23426073747794843,-0.03759174260898586,0.021749759157132367,0.01756092440442569,-0.3538091385270691
0.09,-0.22474219982257448,-0.23512666386873646,-0.037261900400934196,0.019262537719648545,0.01702894357464758,-0.34109450937642805
0.1,-0.21648048953327745,-0.21465193542178096,-0.034691734948669284,0.017235515178871782,0.016686334474615906,-0.32704378363408254
0.11,-0.20779148252931037,-0.21291775017353615,-0.03405668900272771,0.014927728217643899,0.016137321923458212,-0.31515804733523317
0.12,-0.1994364982529251,-0.20440466724854958,-0.03269866328752839,0.013527111407918459,0.01553859536157981,-0.3028987813901407
0.13,-0.1914051703418533,-0.21422168071372985,-0.033109291717411976,0.011027080305133117,0.015109994325725054,-0.29320203506595083
0.14,-0.1837916204584412,-0.1967496636524266,-0.030977822010621322,0.009441968623718907,0.014383955728950404,-0.28110420768162386
0.15,-0.17642293776973517,-0.19235901057931576,-0.030104161726933847,0.007534658765015654,0.013925592004678264,-0.2707829150072435
0.16,-0.1694425641377935,-0.18460613092411218,-0.028965053612236998,0.006303548412583988,0.013432061683739626,-0.26037441007297824
0.17,-0.16263171464889034,-0.17727711148430358,-0.02782894517198384,0.004946033564126059,0.012909229966084396,-0.2504365485088523
0.18,-0.1561537767759464,-0.17013222804531825,-0.02669796978049453,0.003914511445120528,0.012443291899465279,-0.24087507449871112
